Year,Month,Region,Dry,Temp,Above 35,Burnoff,Hectares,Region Hectares,HectarePerc,Bushfire,Severe Bushfire
2010,5,4,1,33,0,1,48328,"1,000,000",0.05,0,0
2011,5,4,2,25,1,1,443934,"1,000,000",0.44,0,0
2012,5,4,5,34,0,1,222849,"1,000,000",0.22,0,0
2013,5,4,5,29,1,1,458545,"1,000,000",0.46,0,0
2014,5,4,5,27,1,0,401508,"1,000,000",0.4,1,1
2015,5,4,3,29,0,1,419413,"1,000,000",0.42,0,0
1955,6,4,2,38,1,0,426670,"1,000,000",0.43,1,1
1956,6,4,4,27,1,0,73116,"1,000,000",0.07,0,1
1957,6,4,4,21,1,1,186690,"1,000,000",0.19,1,1
1958,6,4,3,31,1,1,187237,"1,000,000",0.19,1,0
1959,6,4,3,23,1,0,339786,"1,000,000",0.34,1,0
1960,6,4,3,35,0,0,127221,"1,000,000",0.13,1,0
1961,6,4,5,33,0,1,466492,"1,000,000",0.47,0,0
1962,6,4,3,39,1,0,55410,"1,000,000",0.06,0,0
1963,6,4,4,27,0,0,48322,"1,000,000",0.05,0,1
1964,6,4,2,35,1,0,389473,"1,000,000",0.39,0,1
1965,6,4,3,34,1,1,43992,"1,000,000",0.04,0,1
1966,6,4,3,24,1,1,327762,"1,000,000",0.33,0,1
1967,6,4,2,32,1,1,450278,"1,000,000",0.45,1,1
1968,6,4,3,37,1,0,96661,"1,000,000",0.1,1,0
1969,6,4,1,23,1,0,357402,"1,000,000",0.36,1,1
1970,6,4,2,34,0,0,30752,"1,000,000",0.03,0,1
1971,6,4,4,27,0,0,454344,"1,000,000",0.45,0,0
1972,6,4,4,40,1,0,475820,"1,000,000",0.48,0,0
1973,6,4,2,27,1,0,179874,"1,000,000",0.18,0,1
1974,6,4,3,34,0,0,53557,"1,000,000",0.05,1,1
1975,6,4,5,20,0,1,300833,"1,000,000",0.3,0,0
1976,6,4,1,39,1,1,443398,"1,000,000",0.44,1,0
1977,6,4,5,38,1,0,151722,"1,000,000",0.15,0,0
1978,6,4,3,37,1,0,137811,"1,000,000",0.14,0,1
1979,6,4,5,23,0,0,438308,"1,000,000",0.44,0,1
1980,6,4,4,30,0,1,407988,"1,000,000",0.41,1,0
1981,6,4,4,20,1,0,355583,"1,000,000",0.36,0,0
1982,6,4,5,34,1,0,495639,"1,000,000",0.5,1,1
1983,6,4,3,31,1,0,313057,"1,000,000",0.31,1,1
1984,6,4,5,20,0,0,97469,"1,000,000",0.1,0,0
1985,6,4,5,23,1,1,441637,"1,000,000",0.44,1,0
1986,6,4,1,23,1,0,497243,"1,000,000",0.5,1,1
1987,6,4,2,25,0,0,246163,"1,000,000",0.25,1,1
1988,6,4,5,34,1,1,212865,"1,000,000",0.21,1,0
1989,6,4,4,26,1,1,413696,"1,000,000",0.41,0,1
1990,6,4,5,32,1,1,495679,"1,000,000",0.5,1,1
1991,6,4,4,35,0,0,141910,"1,000,000",0.14,0,1
1992,6,4,4,37,1,1,308095,"1,000,000",0.31,1,1
1993,6,4,2,20,0,1,335506,"1,000,000",0.34,0,0
1994,6,4,3,20,0,1,251342,"1,000,000",0.25,0,1
1995,6,4,3,26,0,1,342713,"1,000,000",0.34,1,0
1996,6,4,1,24,0,0,354885,"1,000,000",0.35,0,1
1997,6,4,5,26,0,1,131545,"1,000,000",0.13,0,1
1998,6,4,2,39,0,0,427447,"1,000,000",0.43,1,1
1999,6,4,3,40,1,1,393735,"1,000,000",0.39,0,1
2000,6,4,2,34,1,1,32324,"1,000,000",0.03,1,1
2001,6,4,4,35,0,1,239536,"1,000,000",0.24,1,0
2002,6,4,3,25,1,0,363384,"1,000,000",0.36,0,1
2003,6,4,3,27,0,1,370772,"1,000,000",0.37,1,0
2004,6,4,2,30,1,0,323997,"1,000,000",0.32,1,0
2005,6,4,2,21,0,0,185785,"1,000,000",0.19,0,1
2006,6,4,5,39,1,1,116347,"1,000,000",0.12,1,1
2007,6,4,2,23,1,0,356408,"1,000,000",0.36,0,1
2008,6,4,1,20,1,0,200794,"1,000,000",0.2,0,0
2009,6,4,2,28,1,0,291090,"1,000,000",0.29,0,0
2010,6,4,5,33,1,1,43987,"1,000,000",0.04,1,0
2011,6,4,1,25,1,0,204560,"1,000,000",0.2,1,0
2012,6,4,4,32,0,0,17132,"1,000,000",0.02,0,0
2013,6,4,1,37,1,0,293632,"1,000,000",0.29,0,0
2014,6,4,2,26,1,0,189005,"1,000,000",0.19,1,1
2015,6,4,4,33,0,0,294277,"1,000,000",0.29,0,1
1955,7,4,1,36,1,1,200988,"1,000,000",0.2,0,0
1956,7,4,5,28,0,0,99931,"1,000,000",0.1,0,1
1957,7,4,2,40,0,0,52088,"1,000,000",0.05,0,1
1958,7,4,1,34,0,1,492018,"1,000,000",0.49,0,0
1959,7,4,4,29,1,1,436734,"1,000,000",0.44,1,1
1960,7,4,4,37,0,0,472222,"1,000,000",0.47,0,1
1961,7,4,5,28,1,1,5972,"1,000,000",0.01,1,0
1962,7,4,1,33,1,1,165013,"1,000,000",0.17,0,1
1963,7,4,5,37,0,0,330817,"1,000,000",0.33,1,0
1964,7,4,4,28,0,0,356770,"1,000,000",0.36,0,0
1965,7,4,2,31,1,1,439196,"1,000,000",0.44,1,0
1966,7,4,1,23,1,1,11670,"1,000,000",0.01,0,1
1967,7,4,1,36,0,0,385232,"1,000,000",0.39,0,1
1968,7,4,2,29,1,1,436441,"1,000,000",0.44,0,1
1969,7,4,5,35,0,0,144706,"1,000,000",0.14,1,1
1970,7,4,2,29,0,0,225555,"1,000,000",0.23,0,1
1971,7,4,3,32,0,0,51337,"1,000,000",0.05,1,0
1972,7,4,1,36,1,0,419136,"1,000,000",0.42,0,1
1973,7,4,3,32,1,1,352188,"1,000,000",0.35,0,1
1974,7,4,1,29,0,0,170846,"1,000,000",0.17,1,0
1975,7,4,4,23,1,0,498639,"1,000,000",0.5,1,1
1976,7,4,4,24,0,0,16598,"1,000,000",0.02,1,1
1977,7,4,2,40,0,1,15669,"1,000,000",0.02,0,1
1978,7,4,2,36,1,1,440588,"1,000,000",0.44,0,1
1979,7,4,5,24,1,1,73034,"1,000,000",0.07,1,0
1980,7,4,1,33,1,0,205272,"1,000,000",0.21,0,1
1981,7,4,1,30,0,1,130862,"1,000,000",0.13,0,0
1982,7,4,3,28,0,1,40420,"1,000,000",0.04,0,1
1983,7,4,4,33,0,1,349594,"1,000,000",0.35,0,0
1984,7,4,4,30,0,0,123812,"1,000,000",0.12,0,1
1985,7,4,2,33,1,0,59245,"1,000,000",0.06,0,0
1986,7,4,3,27,0,1,322083,"1,000,000",0.32,0,0
1987,7,4,5,25,1,1,327893,"1,000,000",0.33,0,1
1988,7,4,1,31,0,1,335947,"1,000,000",0.34,0,0
1989,7,4,2,26,1,1,179780,"1,000,000",0.18,1,0
1990,7,4,2,38,1,1,221232,"1,000,000",0.22,0,0
1991,7,4,5,30,1,0,171419,"1,000,000",0.17,0,1
1992,7,4,2,27,1,0,237522,"1,000,000",0.24,1,0
1993,7,4,4,32,1,1,412741,"1,000,000",0.41,0,0
1994,7,4,2,40,0,0,48674,"1,000,000",0.05,1,1
1995,7,4,2,33,1,0,150424,"1,000,000",0.15,0,0
1996,7,4,2,23,0,1,463560,"1,000,000",0.46,1,0
1997,7,4,3,28,1,1,192605,"1,000,000",0.19,0,1
1998,7,4,2,40,1,1,239703,"1,000,000",0.24,1,0
1999,7,4,4,22,0,0,464143,"1,000,000",0.46,0,1
2000,7,4,4,37,1,0,37475,"1,000,000",0.04,0,1
2001,7,4,1,40,1,0,158027,"1,000,000",0.16,1,1
2002,7,4,2,22,0,0,110755,"1,000,000",0.11,0,1
2003,7,4,4,40,0,0,52596,"1,000,000",0.05,1,1
2004,7,4,4,39,1,0,446942,"1,000,000",0.45,1,0
2005,7,4,5,29,0,0,186185,"1,000,000",0.19,0,0
2006,7,4,1,21,0,0,134823,"1,000,000",0.13,1,1
2007,7,4,3,36,1,1,467507,"1,000,000",0.47,1,1
2008,7,4,1,36,0,1,56177,"1,000,000",0.06,0,0
2009,7,4,1,23,0,1,124390,"1,000,000",0.12,0,0
2010,7,4,1,24,1,0,54186,"1,000,000",0.05,1,0
2011,7,4,3,24,1,1,347750,"1,000,000",0.35,0,1
2012,7,4,4,33,1,1,434717,"1,000,000",0.43,0,0
2013,7,4,3,36,1,0,352885,"1,000,000",0.35,0,0
2014,7,4,4,38,0,1,228971,"1,000,000",0.23,1,1
2015,7,4,1,21,1,0,226432,"1,000,000",0.23,1,0
1955,8,4,4,31,1,1,305169,"1,000,000",0.31,0,0
1956,8,4,3,32,1,1,15222,"1,000,000",0.02,1,1
1957,8,4,2,26,1,0,197997,"1,000,000",0.2,0,1
1958,8,4,5,21,0,0,62203,"1,000,000",0.06,0,0
1959,8,4,4,40,0,0,313182,"1,000,000",0.31,0,1
1960,8,4,4,37,1,0,437576,"1,000,000",0.44,1,0
1961,8,4,4,35,0,1,226740,"1,000,000",0.23,0,1
1962,8,4,1,21,0,1,311656,"1,000,000",0.31,0,0
1963,8,4,4,33,1,0,71294,"1,000,000",0.07,1,1
1964,8,4,3,23,0,0,133743,"1,000,000",0.13,0,1
1965,8,4,3,34,0,0,322213,"1,000,000",0.32,1,1
1966,8,4,3,31,0,0,65722,"1,000,000",0.07,1,0
1967,8,4,5,36,1,1,495412,"1,000,000",0.5,0,1
1968,8,4,2,32,1,0,479584,"1,000,000",0.48,0,0
1969,8,4,5,26,0,1,356492,"1,000,000",0.36,1,0
1970,8,4,4,38,0,0,482552,"1,000,000",0.48,0,0
1971,8,4,3,23,1,1,234033,"1,000,000",0.23,1,0
1972,8,4,3,23,0,0,307530,"1,000,000",0.31,1,1
1973,8,4,2,33,1,1,321342,"1,000,000",0.32,1,1
1974,8,4,4,38,0,1,205133,"1,000,000",0.21,0,0
1975,8,4,1,38,1,1,424437,"1,000,000",0.42,1,0
1976,8,4,4,30,1,1,43164,"1,000,000",0.04,1,0
1977,8,4,3,23,0,0,489238,"1,000,000",0.49,1,0
1978,8,4,2,21,1,0,54623,"1,000,000",0.05,0,1
1979,8,4,5,26,0,0,334863,"1,000,000",0.33,0,0
1980,8,4,2,38,1,0,290540,"1,000,000",0.29,0,0
1981,8,4,5,22,1,1,350967,"1,000,000",0.35,1,0
1982,8,4,5,25,1,1,7403,"1,000,000",0.01,1,1
1983,8,4,4,20,1,0,253519,"1,000,000",0.25,1,0
1984,8,4,5,23,1,1,346035,"1,000,000",0.35,0,1
1985,8,4,4,36,0,0,121782,"1,000,000",0.12,0,1
1986,8,4,5,21,0,1,401918,"1,000,000",0.4,1,0
1987,8,4,5,25,1,1,217771,"1,000,000",0.22,1,0
1988,8,4,3,21,0,0,195338,"1,000,000",0.2,0,1
1989,8,4,4,21,1,1,154091,"1,000,000",0.15,1,1
1990,8,4,3,34,0,1,470646,"1,000,000",0.47,1,1
1991,8,4,2,20,0,1,164795,"1,000,000",0.16,0,0
1992,8,4,1,36,0,1,383715,"1,000,000",0.38,0,1
1993,8,4,1,25,1,1,116914,"1,000,000",0.12,0,0
1994,8,4,1,30,1,0,432663,"1,000,000",0.43,1,0
1995,8,4,4,26,1,1,302703,"1,000,000",0.3,1,1
1996,8,4,5,34,0,0,373540,"1,000,000",0.37,0,1
1997,8,4,1,24,1,0,96307,"1,000,000",0.1,0,0
1998,8,4,2,38,1,0,247387,"1,000,000",0.25,1,1
1999,8,4,4,31,0,1,185761,"1,000,000",0.19,0,0
2000,8,4,3,34,1,1,51637,"1,000,000",0.05,0,1
2001,8,4,4,31,0,1,45189,"1,000,000",0.05,0,1
2002,8,4,5,39,1,0,347891,"1,000,000",0.35,0,1
2003,8,4,3,28,0,1,92333,"1,000,000",0.09,0,0
2004,8,4,3,24,0,1,401175,"1,000,000",0.4,0,1
2005,8,4,5,32,1,0,293556,"1,000,000",0.29,0,1
2006,8,4,1,37,0,0,471986,"1,000,000",0.47,1,0
2007,8,4,3,24,0,1,87202,"1,000,000",0.09,0,0
2008,8,4,5,25,0,1,242046,"1,000,000",0.24,0,0
2009,8,4,2,39,0,1,447494,"1,000,000",0.45,1,1
2010,8,4,1,40,1,1,169291,"1,000,000",0.17,0,1
2011,8,4,5,32,0,0,288455,"1,000,000",0.29,1,1
2012,8,4,3,20,1,0,92789,"1,000,000",0.09,0,0
2013,8,4,4,35,1,1,40695,"1,000,000",0.04,0,0
2014,8,4,5,21,1,0,286340,"1,000,000",0.29,0,0
2015,8,4,3,31,0,0,53170,"1,000,000",0.05,0,0
1955,9,4,5,36,0,1,49744,"1,000,000",0.05,1,0
1956,9,4,5,21,0,1,165687,"1,000,000",0.17,0,1
1957,9,4,2,30,0,0,4495,"1,000,000",0,1,0
1958,9,4,1,30,0,0,353519,"1,000,000",0.35,1,0
1959,9,4,3,22,1,1,44929,"1,000,000",0.04,1,0
1960,9,4,3,21,0,1,484167,"1,000,000",0.48,1,1
1961,9,4,2,20,0,0,25196,"1,000,000",0.03,0,0
1962,9,4,2,33,0,1,288043,"1,000,000",0.29,1,1
1963,9,4,3,27,1,1,310762,"1,000,000",0.31,0,0
1964,9,4,3,22,0,1,344176,"1,000,000",0.34,0,1
1965,9,4,5,40,1,0,320538,"1,000,000",0.32,1,0
1966,9,4,5,37,1,1,256132,"1,000,000",0.26,0,1
1967,9,4,2,30,0,0,87621,"1,000,000",0.09,0,1
1968,9,4,5,28,1,0,136276,"1,000,000",0.14,0,1
1969,9,4,4,29,0,1,86910,"1,000,000",0.09,0,0
1970,9,4,1,29,0,0,311956,"1,000,000",0.31,0,0
1971,9,4,4,24,1,0,412480,"1,000,000",0.41,0,1
1972,9,4,1,27,1,1,221141,"1,000,000",0.22,1,0
1973,9,4,4,35,0,1,51751,"1,000,000",0.05,0,0
1974,9,4,2,28,0,1,332003,"1,000,000",0.33,0,0
1975,9,4,5,30,0,0,474006,"1,000,000",0.47,1,0
1976,9,4,3,23,0,1,292688,"1,000,000",0.29,1,1
1977,9,4,5,37,1,1,366098,"1,000,000",0.37,0,0
1978,9,4,1,38,0,0,161719,"1,000,000",0.16,1,0
1979,9,4,1,27,1,0,252021,"1,000,000",0.25,1,1
1980,9,4,2,34,0,0,118950,"1,000,000",0.12,1,0
1981,9,4,3,34,0,1,15398,"1,000,000",0.02,0,1
1982,9,4,2,24,1,0,498305,"1,000,000",0.5,0,1
1983,9,4,2,22,0,0,54606,"1,000,000",0.05,1,0
1984,9,4,4,37,0,1,178626,"1,000,000",0.18,1,1
1985,9,4,3,31,0,0,324537,"1,000,000",0.32,1,0
1986,9,4,3,29,1,0,460594,"1,000,000",0.46,1,1
1987,9,4,5,29,0,0,419349,"1,000,000",0.42,1,0
1988,9,4,1,23,0,1,43039,"1,000,000",0.04,1,1
1989,9,4,5,25,0,1,49223,"1,000,000",0.05,0,1
1990,9,4,1,36,0,0,451733,"1,000,000",0.45,1,0
1991,9,4,3,29,1,1,45397,"1,000,000",0.05,0,1
1992,9,4,3,30,0,0,393012,"1,000,000",0.39,1,0
1993,9,4,4,29,0,0,76889,"1,000,000",0.08,1,1
1994,9,4,3,26,0,1,346032,"1,000,000",0.35,0,1
1995,9,4,4,21,0,0,404462,"1,000,000",0.4,0,0
1996,9,4,5,36,0,0,73700,"1,000,000",0.07,0,1
1997,9,4,2,36,1,0,38852,"1,000,000",0.04,1,0
1998,9,4,2,24,1,0,202606,"1,000,000",0.2,0,0
1999,9,4,3,28,1,1,88451,"1,000,000",0.09,1,0
2000,9,4,5,29,0,0,171395,"1,000,000",0.17,0,0
2001,9,4,5,30,0,0,428941,"1,000,000",0.43,1,1
2002,9,4,1,25,0,0,465105,"1,000,000",0.47,0,0
2003,9,4,4,38,1,1,275,"1,000,000",0,0,1
2004,9,4,2,36,1,0,487950,"1,000,000",0.49,1,1
2005,9,4,1,23,1,0,447571,"1,000,000",0.45,1,0
2006,9,4,2,30,0,0,6596,"1,000,000",0.01,0,1
2007,9,4,3,22,0,1,486622,"1,000,000",0.49,1,1
2008,9,4,1,23,0,0,135393,"1,000,000",0.14,0,1
2009,9,4,1,35,0,0,371820,"1,000,000",0.37,1,0
2010,9,4,3,29,1,0,453614,"1,000,000",0.45,1,0
2011,9,4,5,29,0,0,399284,"1,000,000",0.4,0,1
2012,9,4,5,30,0,0,392544,"1,000,000",0.39,1,1
2013,9,4,4,37,0,0,113675,"1,000,000",0.11,0,0
2014,9,4,5,33,1,0,59658,"1,000,000",0.06,1,0
2015,9,4,4,25,0,0,244720,"1,000,000",0.24,1,1
1955,10,4,3,28,0,1,400424,"1,000,000",0.4,0,1
1956,10,4,3,29,0,0,33155,"1,000,000",0.03,0,0
1957,10,4,5,27,1,0,440043,"1,000,000",0.44,1,0
1958,10,4,4,32,0,1,443984,"1,000,000",0.44,1,1
1959,10,4,4,35,0,1,239260,"1,000,000",0.24,0,0
1960,10,4,3,33,1,0,4077,"1,000,000",0,1,0
1961,10,4,5,21,0,0,24348,"1,000,000",0.02,1,0
1962,10,4,2,38,0,0,303012,"1,000,000",0.3,0,0
1963,10,4,4,34,1,1,434473,"1,000,000",0.43,0,1
1964,10,4,1,37,0,1,286324,"1,000,000",0.29,1,1
1965,10,4,3,21,0,0,177078,"1,000,000",0.18,1,0
1966,10,4,5,34,0,0,301878,"1,000,000",0.3,1,1
1967,10,4,1,35,1,1,442287,"1,000,000",0.44,0,1
1968,10,4,5,39,0,1,5009,"1,000,000",0.01,1,0
1969,10,4,1,27,0,1,285325,"1,000,000",0.29,1,0
1970,10,4,3,36,0,1,434407,"1,000,000",0.43,0,0
1971,10,4,4,40,1,1,98642,"1,000,000",0.1,0,1
1972,10,4,1,25,0,0,92355,"1,000,000",0.09,0,0
1973,10,4,3,39,1,1,38610,"1,000,000",0.04,1,0
1974,10,4,1,25,1,1,490313,"1,000,000",0.49,1,1
1975,10,4,1,24,1,1,84085,"1,000,000",0.08,1,0
1976,10,4,4,40,1,1,472918,"1,000,000",0.47,1,1
1977,10,4,4,20,0,0,367851,"1,000,000",0.37,1,1
1978,10,4,2,25,0,1,230231,"1,000,000",0.23,1,1
1979,10,4,2,20,0,1,63233,"1,000,000",0.06,1,0
1980,10,4,3,29,0,0,476190,"1,000,000",0.48,0,1
1981,10,4,1,36,1,0,166407,"1,000,000",0.17,1,1
1982,10,4,2,24,0,0,325946,"1,000,000",0.33,0,1
1983,10,4,3,38,0,1,234009,"1,000,000",0.23,1,1
1984,10,4,4,20,0,0,149493,"1,000,000",0.15,1,0
1985,10,4,2,34,1,0,456779,"1,000,000",0.46,0,0
1986,10,4,4,27,0,0,366056,"1,000,000",0.37,0,0
1987,10,4,2,35,0,0,454179,"1,000,000",0.45,0,1
1988,10,4,3,24,1,1,350767,"1,000,000",0.35,0,0
1989,10,4,3,28,1,0,469617,"1,000,000",0.47,0,1
1990,10,4,5,35,1,1,488509,"1,000,000",0.49,1,0
1991,10,4,5,33,1,0,262168,"1,000,000",0.26,0,0
1992,10,4,2,30,0,0,8850,"1,000,000",0.01,1,1
1993,10,4,5,36,0,1,280239,"1,000,000",0.28,0,0
1994,10,4,4,33,1,0,157211,"1,000,000",0.16,1,0
1995,10,4,5,35,0,1,366914,"1,000,000",0.37,1,0
1996,10,4,3,23,0,1,86131,"1,000,000",0.09,0,0
1997,10,4,1,35,0,1,138333,"1,000,000",0.14,1,0
1998,10,4,3,23,1,1,101014,"1,000,000",0.1,1,0
1999,10,4,1,37,0,0,108265,"1,000,000",0.11,0,1
2000,10,4,2,26,1,1,182637,"1,000,000",0.18,0,0
2001,10,4,2,27,1,0,316286,"1,000,000",0.32,1,0
2002,10,4,4,21,1,1,229253,"1,000,000",0.23,0,1
2003,10,4,3,38,1,0,361936,"1,000,000",0.36,1,1
2004,10,4,3,38,1,1,54309,"1,000,000",0.05,0,0
2005,10,4,3,34,1,0,183624,"1,000,000",0.18,1,0
2006,10,4,2,35,1,1,15501,"1,000,000",0.02,0,1
2007,10,4,2,23,1,1,341458,"1,000,000",0.34,1,0
2008,10,4,4,24,0,0,341760,"1,000,000",0.34,1,0
2009,10,4,5,34,1,1,233321,"1,000,000",0.23,1,0
2010,10,4,5,20,0,1,23886,"1,000,000",0.02,1,1
2011,10,4,1,36,1,0,484892,"1,000,000",0.48,0,1
2012,10,4,4,30,0,1,335823,"1,000,000",0.34,0,0
2013,10,4,3,34,0,1,120785,"1,000,000",0.12,1,0
2014,10,4,5,35,0,0,450600,"1,000,000",0.45,1,0
2015,10,4,5,37,0,0,231396,"1,000,000",0.23,0,0
1955,12,4,2,34,1,0,147861,"1,000,000",0.15,1,1
1956,12,4,3,29,1,0,197428,"1,000,000",0.2,1,0
1957,12,4,4,26,0,1,142986,"1,000,000",0.14,0,0
1958,12,4,4,31,1,1,391016,"1,000,000",0.39,1,1
1959,12,4,2,34,1,0,225224,"1,000,000",0.23,0,1
1960,12,4,2,20,1,0,426507,"1,000,000",0.43,1,1
1961,12,4,5,27,0,1,19783,"1,000,000",0.02,0,1
1962,12,4,5,20,1,1,492456,"1,000,000",0.49,1,1
1963,12,4,3,36,1,0,447188,"1,000,000",0.45,0,1
1964,12,4,1,27,0,0,41410,"1,000,000",0.04,1,0
1965,12,4,5,34,1,1,352920,"1,000,000",0.35,1,1
1966,12,4,4,28,0,0,257810,"1,000,000",0.26,1,1
1967,12,4,1,32,1,1,459714,"1,000,000",0.46,1,0
1968,12,4,5,29,0,1,185447,"1,000,000",0.19,0,1
1969,12,4,5,40,1,0,499703,"1,000,000",0.5,0,0
1970,12,4,4,20,1,0,325717,"1,000,000",0.33,1,0
1971,12,4,2,21,0,1,24939,"1,000,000",0.02,0,1
1972,12,4,5,38,1,1,5996,"1,000,000",0.01,1,1
1973,12,4,2,30,1,0,499641,"1,000,000",0.5,1,1
1974,12,4,3,24,1,0,440276,"1,000,000",0.44,0,1
1975,12,4,2,35,1,1,419568,"1,000,000",0.42,1,1
1976,12,4,4,20,1,1,272958,"1,000,000",0.27,0,0
1977,12,4,1,29,0,1,127586,"1,000,000",0.13,0,1
1978,12,4,5,22,0,1,36778,"1,000,000",0.04,1,0
1979,12,4,2,34,0,0,479973,"1,000,000",0.48,1,0
1980,12,4,1,29,1,1,282578,"1,000,000",0.28,0,0
1981,12,4,1,27,1,1,281175,"1,000,000",0.28,0,0
1982,12,4,3,39,1,0,201902,"1,000,000",0.2,0,1
1983,12,4,1,32,1,1,107645,"1,000,000",0.11,1,1
1984,12,4,5,34,1,1,352303,"1,000,000",0.35,1,1
1985,12,4,5,26,0,1,377382,"1,000,000",0.38,0,0
1986,12,4,3,40,1,0,68899,"1,000,000",0.07,1,1
1987,12,4,3,26,0,1,192960,"1,000,000",0.19,1,0
1988,12,4,3,39,1,0,31819,"1,000,000",0.03,0,0
1989,12,4,3,36,1,0,351525,"1,000,000",0.35,1,0
1990,12,4,3,35,0,1,448559,"1,000,000",0.45,1,0
1991,12,4,2,23,1,0,169582,"1,000,000",0.17,1,0
1992,12,4,2,22,0,0,285263,"1,000,000",0.29,1,1
1993,12,4,5,30,0,0,495195,"1,000,000",0.5,1,1
1994,12,4,5,30,1,0,204812,"1,000,000",0.2,0,1
1995,12,4,5,27,0,1,137761,"1,000,000",0.14,0,0
1996,12,4,1,39,1,1,231151,"1,000,000",0.23,0,0
1997,12,4,2,25,0,0,194806,"1,000,000",0.19,1,1
1998,12,4,1,31,0,1,100661,"1,000,000",0.1,1,1
1999,12,4,4,37,0,0,214837,"1,000,000",0.21,1,1
2000,12,4,5,24,1,1,322263,"1,000,000",0.32,1,1
2001,12,4,4,24,1,0,370019,"1,000,000",0.37,0,0
2002,12,4,1,32,1,0,229172,"1,000,000",0.23,0,1
2003,12,4,4,23,1,0,303649,"1,000,000",0.3,0,1
2004,12,4,4,31,0,0,480653,"1,000,000",0.48,0,0
2005,12,4,5,21,1,0,478938,"1,000,000",0.48,1,0
2006,12,4,2,24,0,0,285151,"1,000,000",0.29,0,0
2007,12,4,3,33,1,0,408805,"1,000,000",0.41,0,0
2008,12,4,2,21,1,1,31892,"1,000,000",0.03,1,1
2009,12,4,4,40,1,1,207631,"1,000,000",0.21,1,1
2010,12,4,3,31,0,1,370447,"1,000,000",0.37,1,0
2011,12,4,5,22,0,0,138407,"1,000,000",0.14,0,1
2012,12,4,2,27,1,0,109720,"1,000,000",0.11,0,1
2013,12,4,5,31,0,1,79331,"1,000,000",0.08,0,1
2014,12,4,2,37,0,1,310170,"1,000,000",0.31,0,0
2015,12,4,5,20,1,1,63194,"1,000,000",0.06,1,0
1955,1,5,2,35,1,0,94403,"1,000,000",0.09,0,1
1956,1,5,1,21,0,1,373582,"1,000,000",0.37,1,0
1957,1,5,1,24,0,0,77996,"1,000,000",0.08,1,1
1958,1,5,2,21,0,0,461022,"1,000,000",0.46,1,0
1959,1,5,2,21,0,1,180236,"1,000,000",0.18,1,0
1960,1,5,5,31,1,0,409160,"1,000,000",0.41,1,0
1961,1,5,1,21,1,1,468582,"1,000,000",0.47,0,0
1962,1,5,4,39,0,1,138091,"1,000,000",0.14,0,1
1963,1,5,5,33,1,1,104923,"1,000,000",0.1,1,1
1964,1,5,4,25,1,1,66788,"1,000,000",0.07,1,1
1965,1,5,4,26,0,0,74500,"1,000,000",0.07,0,0
1966,1,5,3,40,1,1,96906,"1,000,000",0.1,1,1
1967,1,5,1,38,0,0,473817,"1,000,000",0.47,0,0
1968,1,5,2,29,1,0,475977,"1,000,000",0.48,1,1
1969,1,5,5,25,0,1,287593,"1,000,000",0.29,0,1
1970,1,5,3,35,1,1,491037,"1,000,000",0.49,1,0
1971,1,5,2,32,1,0,39630,"1,000,000",0.04,0,0
1972,1,5,3,33,0,1,321227,"1,000,000",0.32,0,0
1973,1,5,4,31,0,0,488677,"1,000,000",0.49,1,0
1974,1,5,5,39,0,0,170957,"1,000,000",0.17,1,0
1975,1,5,1,40,0,1,247739,"1,000,000",0.25,1,0
1976,1,5,3,28,0,1,58814,"1,000,000",0.06,0,1
1977,1,5,2,40,0,1,44069,"1,000,000",0.04,0,0
1978,1,5,1,33,0,0,223387,"1,000,000",0.22,1,0
1979,1,5,3,25,1,0,136417,"1,000,000",0.14,0,0
1980,1,5,5,40,1,0,161097,"1,000,000",0.16,1,1
1981,1,5,3,33,0,0,287174,"1,000,000",0.29,0,0
1982,1,5,1,34,1,0,228976,"1,000,000",0.23,0,0
1983,1,5,4,23,1,0,113291,"1,000,000",0.11,1,0
1984,1,5,5,29,1,1,490008,"1,000,000",0.49,1,1
1985,1,5,3,35,0,1,221010,"1,000,000",0.22,0,1
1986,1,5,2,34,0,0,140804,"1,000,000",0.14,0,1
1987,1,5,2,38,1,0,288412,"1,000,000",0.29,1,1
1988,1,5,3,22,0,1,314885,"1,000,000",0.31,1,1
1989,1,5,4,31,0,1,394850,"1,000,000",0.39,1,0
1990,1,5,5,30,0,1,22110,"1,000,000",0.02,1,0
1991,1,5,2,40,1,0,430192,"1,000,000",0.43,1,1
1992,1,5,2,23,1,0,176195,"1,000,000",0.18,1,0
1993,1,5,2,35,1,0,58039,"1,000,000",0.06,0,0
1994,1,5,1,35,0,1,26649,"1,000,000",0.03,0,1
1995,1,5,4,31,0,0,372585,"1,000,000",0.37,1,1
1996,1,5,4,23,0,0,61257,"1,000,000",0.06,0,1
1997,1,5,4,38,1,0,252380,"1,000,000",0.25,1,1
1998,1,5,3,25,1,0,388679,"1,000,000",0.39,0,0
1999,1,5,4,24,0,1,340695,"1,000,000",0.34,0,0
2000,1,5,4,36,1,0,88032,"1,000,000",0.09,1,0
2001,1,5,5,34,1,0,416772,"1,000,000",0.42,0,0
2002,1,5,5,36,1,0,153590,"1,000,000",0.15,1,0
2003,1,5,5,20,0,0,15060,"1,000,000",0.02,0,1
2004,1,5,1,20,0,0,59770,"1,000,000",0.06,0,1
